SEGMENTID,the_geom,COMPLEXID,SAFTYPE,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
30475,POINT (-73.96124085509238 40.6909234854136),0,X,1,1015185,7,3395285,3,08/10/2012 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,2,OTHER,37215024,0,PRATT INSTITUTE CANNONEER CT
108181,POINT (-73.96359133329352 40.69184020948737),0,X,1,1015186,7,0,3,08/10/2012 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,2,OTHER,37215015,0,PRATT INST MAIN GATE SECURITY
108181,POINT (-73.9638316083467 40.690517237099364),0,X,2,1015187,7,0,3,08/10/2012 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,2,OTHER,37215025,0,PRATT INSTITUTE PANTAS SECURITY
9006782,POINT (-74.00170993224567 40.67554359549664),286,X,2,1015188,3,3339413,3,08/10/2012 12:00:00 AM +0000,11/07/2012 12:00:00 AM +0000,1,OTHER,31182018,3313693,RED HOOK E PROJECTS BLDG 28
28742,POINT (-73.95006106823045 40.65772992262868),0,,1,1015244,2,3107398,3,08/29/2012 12:00:00 AM +0000,08/29/2012 12:00:00 AM +0000,5,OTHER,,3144552,MARY BOBB LEARNING ACADEMY
9004022,POINT (-73.91910184778752 40.691601030086694),265,,1,1016484,3,3076429,3,10/22/2012 12:00:00 AM +0000,10/22/2012 12:00:00 AM +0000,5,OTHER,,3101558,PALMETTO GARDENS SENIOR CENTER
218491,POINT (-73.94094789377573 40.78970254930055),0,,2,3274,1,1052765,1,05/14/2009 12:00:00 AM +0000,07/17/2012 12:00:00 AM +0000,9,NYPD,,1042234,MACEDONIA GODS PENTECOSTAL CHURCH
284201,POINT (-73.81234231181541 40.66164290653647),413,X,1,1016751,4,4542301,4,11/02/2012 12:00:00 AM +0000,10/26/2015 12:00:00 AM +0000,6,OTHER,49754046,0,JFK BLDG 403
9003397,POINT (-73.94847814614342 40.79852077890345),206,,,4846,2,1083309,1,05/14/2009 12:00:00 AM +0000,02/13/2013 12:00:00 AM +0000,5,DoITT,,1040080,EAST CALVARY DAY CARE CENTER
32772,POINT (-73.99093864629803 40.73199596183379),0,,2,16341,1,1008997,1,05/14/2009 12:00:00 AM +0000,03/03/2015 12:00:00 AM +0000,9,EMS,,1011528,GRACE CHURCH
251123,POINT (-74.11618908269926 40.6404120632432),502,X,2,8676,2,5109858,5,05/14/2009 12:00:00 AM +0000,07/17/2012 12:00:00 AM +0000,1,DCP,53831705,5006130,MARKHAM GARDENS BUILDING 4
33130,POINT (-73.98514359044151 40.73379398542359),0,,2,14932,6,1082121,1,05/14/2009 12:00:00 AM +0000,03/03/2015 12:00:00 AM +0000,9,NYPD,,1021610,RELIGIOUS FRIENDS SOCIETY
31963,POINT (-74.00670469026792 40.73261363144939),0,,1,11917,4,1067305,1,05/14/2009 12:00:00 AM +0000,03/03/2015 12:00:00 AM +0000,2,NYPD,,1013258,ST LUKES SCHOOL
70885,POINT (-73.93656851145036 40.83913811877296),0,,,17107,2,1081842,1,05/14/2009 12:00:00 AM +0000,07/17/2012 12:00:00 AM +0000,5,DoITT,,0,CHILDREN'S AID SOCIETY AT PS.8 HS
35973,POINT (-73.97274255130549 40.75553752799668),0,,2,16236,4,1036232,1,05/14/2009 12:00:00 AM +0000,01/06/2014 12:00:00 AM +0000,7,NYPD,,1031254,MARRIOTT HOTEL EAST SIDE
32507,POINT (-73.99488549017313 40.71953400846549),0,,1,2571,4,1006944,1,05/14/2009 12:00:00 AM +0000,01/06/2014 12:00:00 AM +0000,7,NYPD,,1059729,SOHOTEL
58753,POINT (-73.79570662436095 40.66268537875961),413,X,2,1016546,4,4542171,4,10/25/2012 12:00:00 AM +0000,11/02/2012 12:00:00 AM +0000,6,OTHER,49754067,0,JFK BLDG 87
21259,POINT (-73.99140099698921 40.640272351701526),0,,1,1025726,17,3135866,3,01/14/2015 12:00:00 AM +0000,01/14/2015 12:00:00 AM +0000,2,OTHER,,3177735,BAIS YAAKOV DKHAL ADAS YEREIM SCHOOL 43 ST
19941,POINT (-73.99788644810243 40.62915024931622),0,,1,4568,3,3141065,3,05/14/2009 12:00:00 AM +0000,03/02/2015 12:00:00 AM +0000,5,DoITT,,3183689,AMICO 59TH STREET SENIOR CENTER
26964,POINT (-73.96078068350174 40.60991531811848),0,,2,12051,1,3182327,3,05/14/2009 12:00:00 AM +0000,03/02/2015 12:00:00 AM +0000,13,EMS,,9201869,KINGS HIGHWAY JEWISH CENTER
20352,POINT (-73.98320141249326 40.610138834833975),0,,2,10315,2,3174150,3,05/14/2009 12:00:00 AM +0000,03/02/2015 12:00:00 AM +0000,9,NYPD,,3221722,BNAI ISAAC CONGREGATION
263484,POINT (-73.9061018421818 40.81694584652867),54,X,2,8565,3,2091977,2,05/14/2009 12:00:00 AM +0000,07/18/2012 12:00:00 AM +0000,1,DCP,24497004,2008840,ADAMS PROJECTS BUILDING 3
263484,POINT (-73.90638766681158 40.81667403526928),54,G,1,14445,3,0,2,05/14/2009 12:00:00 AM +0000,07/18/2012 12:00:00 AM +0000,1,NYCHA,24497001,0,JOHN ADAMS PROJECTS COMPLEX
30385,POINT (-73.96812074744713 40.70705570949849),0,,1,1020944,4,3059801,3,07/10/2013 12:00:00 AM +0000,03/02/2015 12:00:00 AM +0000,2,OTHER,,3076037,BEIKVEI HATZOIN SCHOOL
257805,POINT (-73.94994673103562 40.72019260241487),510,X,2,18605,10,3067525,3,05/14/2009 12:00:00 AM +0000,07/18/2012 12:00:00 AM +0000,4,DCP,31147003,3087334,MACCARREN PARK BATHHOUSE
257805,POINT (-73.94991638362602 40.720014032759615),510,X,2,14415,1,3067525,3,05/14/2009 12:00:00 AM +0000,07/18/2012 12:00:00 AM +0000,4,DCP,31147002,3087334,MCCARREN PARK PLAY CENTER
261392,POINT (-73.78126216665414 40.64248155243185),413,X,2,1016525,4,4542152,4,10/24/2012 12:00:00 AM +0000,11/02/2012 12:00:00 AM +0000,6,OTHER,49754073,0,KENNEDY AIRPORT CONTROL TOWER
37546,POINT (-73.9581122828378 40.77484433631636),0,X,1,1023627,7,1047497,1,12/06/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,2,OTHER,12323010,0,HUNTER COLL CHANCELLORS BLDG
165498,POINT (-73.96764832652156 40.76711849497703),0,X,1,1023628,7,1041133,1,12/06/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,2,OTHER,12323011,0,HUNTER COLLEGE ROOSEVELT HOUSE
33747,POINT (-73.99519041718655 40.75841474028026),0,X,1,1023629,7,1026319,1,12/06/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,2,OTHER,12323012,0,HUNTER COLL FINE ARTS BUILDING
166442,POINT (-73.95115309690821 40.806174010020094),0,,2,1023644,12,0,1,12/09/2013 12:00:00 AM +0000,12/09/2013 12:00:00 AM +0000,4,OTHER,,0,PS 76 GARDEN
60517,POINT (-73.78678194845071 40.69706793190792),0,,1,1023666,2,4216655,4,12/10/2013 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,241543,THE EMERSON SCHOOL
63559,POINT (-73.74309491926567 40.67274646274393),0,,2,1023667,2,4283015,4,12/10/2013 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,314206,QUEENS UNITED MIDDLE SCHOOL
55129,POINT (-73.81674112980818 40.67542160529517),0,,2,1023668,2,4253607,4,12/10/2013 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,280968,HAWTREE CREEK MIDDLE SCHOOL
57271,POINT (-73.80326673823457 40.706649416749094),0,N,1,1023669,9,4594831,4,12/10/2013 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,40018401,5158772,P S 182
83558,POINT (-73.8590135172416 40.757666834385844),0,,2,1023670,1,4540038,4,12/10/2013 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5158770,PS 330
113442,POINT (-73.87198550264087 40.761702290654995),0,,1,1023671,1,4437125,4,12/10/2013 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,37427,EAST ELMHURST COMMUNITY SCHOOL
59184,POINT (-73.78318293921966 40.67504831876487),0,,2,1023684,3,4265978,4,12/11/2013 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,294697,VOYAGES PREPARATORY HIGH SCHOOL SOUTH QUEENS
109318,POINT (-73.96204076099818 40.70734411283398),0,,2,1025721,6,3059877,3,01/14/2015 12:00:00 AM +0000,03/02/2015 12:00:00 AM +0000,2,OTHER,,3076244,YESHIVA AHAVAS ISRAEL BOYS SCHOOL
280976,POINT (-73.97928706874778 40.63962107902362),0,,2,1025722,4,3125932,3,01/14/2015 12:00:00 AM +0000,01/14/2015 12:00:00 AM +0000,2,OTHER,,3166614,BNOS YERUSHALAYIM DCHASIDEI BELZ SCHOOL
20478,POINT (-73.98051931967838 40.61106544999738),0,,2,1025723,6,3173333,3,01/14/2015 12:00:00 AM +0000,01/14/2015 12:00:00 AM +0000,2,OTHER,,3220822,MERKAZ BNOS HIGH SCHOOL
21428,POINT (-73.97924673980235 40.63378810565388),0,,1,1025724,6,3126488,3,01/14/2015 12:00:00 AM +0000,01/14/2015 12:00:00 AM +0000,2,OTHER,,3167234,SHALSHELES BAIS YAAKOV SCHOOL
30863,POINT (-73.9560106219593 40.700587157333594),0,,2,1025725,6,3335347,3,01/14/2015 12:00:00 AM +0000,01/14/2015 12:00:00 AM +0000,2,OTHER,,3077979,YESHIVA & MESIVTA ARUGATH HABOSEM SCHOOL
103014,POINT (-73.72404457997732 40.75235966163569),0,,2,1025728,4,4534373,4,01/14/2015 12:00:00 AM +0000,01/14/2015 12:00:00 AM +0000,2,OTHER,,9103144,YESHIVA HAR TORAH SCHOOL
26978,POINT (-73.96385052573537 40.61632910658237),0,,2,1025729,4,3173152,3,01/14/2015 12:00:00 AM +0000,01/14/2015 12:00:00 AM +0000,2,OTHER,,3220609,SHAARE TORAH BOYS ELEMENTARY SCHOOL
58298,POINT (-73.7958140520465 40.65358347992433),413,X,2,1016526,4,4542155,4,10/24/2012 12:00:00 AM +0000,11/01/2012 12:00:00 AM +0000,6,OTHER,49754064,0,JFK BLDG 83
9006191,POINT (-73.91811767860271 40.81114213149114),82,X,2,1008709,3,2000433,2,10/05/2011 12:00:00 AM +0000,02/21/2013 12:00:00 AM +0000,1,OTHER,25265510,2101661,BETANCES IV HOUSES BUILDING 1
156067,POINT (-73.75025198385954 40.73487596420592),0,,2,1027456,1,4164905,4,03/04/2016 12:00:00 AM +0000,04/20/2017 12:00:00 AM +0000,9,OTHER,,181537,EBENEZER MISSION CHURCH
188251,POINT (-73.87932779848626 40.8771620026159),0,N,1,349,1,0,2,05/14/2009 12:00:00 AM +0000,04/10/2017 12:00:00 AM +0000,4,DPR,21300501,0,VARIAN PARK
9004924,POINT (-73.9472737736221 40.78723868541554),360,N,1,37,9,0,1,05/14/2009 12:00:00 AM +0000,04/10/2017 12:00:00 AM +0000,4,DoITT,10029201,0,CHERRY TREE PARK
9000325,POINT (-73.89540892814564 40.84281683999032),3179,,2,1002333,1,0,2,09/07/2010 12:00:00 AM +0000,04/28/2017 12:00:00 AM +0000,4,OTHER,,0,CROTONA PR AREA N
9005794,POINT (-73.88798653629837 40.65660045322061),271,G,1,18351,3,0,3,05/14/2009 12:00:00 AM +0000,07/18/2012 12:00:00 AM +0000,1,DCP,37034001,0,WORTMAN HOUSES
242294,POINT (-73.94695877262285 40.85024946619934),3352,N,1,1026748,1,0,1,08/25/2015 12:00:00 AM +0000,08/25/2015 12:00:00 AM +0000,4,OTHER,11390501,0,JEFFREY'S HOOK LIGHTHOUSE
3142,POINT (-74.17777214734659 40.530917774662264),0,,2,896,10,5133519,5,05/14/2009 12:00:00 AM +0000,04/10/2017 12:00:00 AM +0000,4,DPR,,5106981,BLUE HERON PARK NATURE CENTER
118889,POINT (-73.80499113083093 40.664123590113334),413,X,1,1016548,4,4542174,4,10/25/2012 12:00:00 AM +0000,10/23/2015 12:00:00 AM +0000,6,OTHER,49754019,0,JFK BLDG 144
136981,POINT (-73.78210647437662 40.64359516323472),413,X,2,1016551,4,4542179,4,10/25/2012 12:00:00 AM +0000,11/02/2012 12:00:00 AM +0000,6,OTHER,49754080,0,JFK TERMINAL 4
131397,POINT (-73.86101673021763 40.88576586850577),0,,1,1027459,1,2063318,2,03/07/2016 12:00:00 AM +0000,03/07/2016 12:00:00 AM +0000,9,OTHER,,2070476,UNITED CHRISTIAN BAPTIST CHURCH
91330,POINT (-73.82488696170928 40.76288675361685),0,,1,6049,2,4113403,4,05/14/2009 12:00:00 AM +0000,03/17/2016 12:00:00 AM +0000,13,FDNY,,126463,BOWNE HOUSE
177488,POINT (-73.86118277619101 40.75725207999355),0,,2,956,7,4042761,4,05/14/2009 12:00:00 AM +0000,04/10/2017 12:00:00 AM +0000,4,DoITT,,47963,LOUIS ARMSTRONG RECREATION CENTER
169934,POINT (-73.80435829629906 40.652628492249505),413,X,2,1016555,4,4542183,4,10/25/2012 12:00:00 AM +0000,11/02/2012 12:00:00 AM +0000,6,OTHER,49754069,0,JFK BLDG 9
58307,POINT (-73.79115936031961 40.65346553114829),413,X,2,1016556,4,4542184,4,10/25/2012 12:00:00 AM +0000,11/01/2012 12:00:00 AM +0000,6,OTHER,49754063,0,JFK BLDG 81
111555,POINT (-73.91315654253522 40.85319220333249),350,G,1,17304,3,0,2,05/14/2009 12:00:00 AM +0000,04/10/2017 12:00:00 AM +0000,1,NYCHA,21185001,0,UNIVERSITY AVENUE REHAB
29347,POINT (-73.9612358084347 40.681650393849054),0,,1,9005,4,3057658,3,05/14/2009 12:00:00 AM +0000,03/04/2015 12:00:00 AM +0000,2,NYPD,,3073084,BETH EL ELM SCHOOL
58259,POINT (-73.79978065191135 40.64465561182196),413,X,2,1016565,4,4542204,4,10/25/2012 12:00:00 AM +0000,10/23/2015 12:00:00 AM +0000,6,OTHER,49754070,0,JFK BLDG 90
9005346,POINT (-74.11853430684127 40.63470283800384),2429,G,2,13085,3,0,5,05/14/2009 12:00:00 AM +0000,04/10/2017 12:00:00 AM +0000,1,NYCHA,51103501,0,WEST BRIGHTON II PLAZA
83448,POINT (-73.86126258528017 40.757597812372495),0,,2,14922,7,4311969,4,05/14/2009 12:00:00 AM +0000,04/10/2017 12:00:00 AM +0000,4,DoITT,,47961,LOUIS ARMSTRONG COMMUNITY CENTER
9004767,POINT (-73.9420982737507 40.704690535915866),2245,X,1,1015444,3,3400483,3,09/07/2012 12:00:00 AM +0000,04/10/2017 12:00:00 AM +0000,1,OTHER,32055019,9120087,BORINQUEN PLAZA GARAGE
54536,POINT (-73.80272035510094 40.646357589835254),413,X,2,1016584,4,4542211,4,10/25/2012 12:00:00 AM +0000,11/01/2012 12:00:00 AM +0000,6,OTHER,49754072,0,JFK BLDG 95
9001767,POINT (-74.0042758449557 40.744120386420235),167,X,1,8205,3,1078445,1,05/14/2009 12:00:00 AM +0000,02/12/2013 12:00:00 AM +0000,1,DCP,13066010,1015816,FULTON HOUSES BUILDING 9
100508,POINT (-73.74207417650864 40.72243342233703),0,,2,16667,2,4227031,4,05/14/2009 12:00:00 AM +0000,04/20/2017 12:00:00 AM +0000,5,DoITT,,253211,REDEEMER LUTHERAN NURSERY SCHOOL
31539,POINT (-74.01149923634293 40.71785613462954),0,,,16472,3,1083243,1,05/14/2009 12:00:00 AM +0000,07/20/2012 12:00:00 AM +0000,5,DoITT,,0,CC INDEPENDANCE PLAZA SENIOR PROGRAM
156451,POINT (-73.76304329341292 40.75104880285926),0,,2,1020964,1,0,4,07/11/2013 12:00:00 AM +0000,07/11/2013 12:00:00 AM +0000,4,OTHER,,0,BELL MALLS
23408,POINT (-74.00548239611688 40.713357025127635),0,,1,1869,1,1079146,1,05/14/2009 12:00:00 AM +0000,07/20/2012 12:00:00 AM +0000,13,EMS,,1001388,TAMMANY COURTHSE
78274,POINT (-73.90217757419698 40.82748208171589),0,,2,10676,4,2101244,2,05/14/2009 12:00:00 AM +0000,03/04/2015 12:00:00 AM +0000,2,NYPD,,2008910,RT HUDSON ELEMENTARY SCHOOL
9002791,POINT (-73.9719754845408 40.78951469928801),0,N,1,442,9,0,1,05/14/2009 12:00:00 AM +0000,04/20/2017 12:00:00 AM +0000,4,DoITT,11258501,0,ST GREGORYS PARK
89367,POINT (-73.85158255292899 40.89701177909885),0,,2,3934,1,2069992,2,05/14/2009 12:00:00 AM +0000,04/20/2017 12:00:00 AM +0000,9,EMS,,2078315,REDEEMER LUTH CHUR
170884,POINT (-73.78227466624303 40.66081756716733),413,X,2,1016747,4,4542289,4,11/02/2012 12:00:00 AM +0000,10/26/2015 12:00:00 AM +0000,6,OTHER,49754047,0,JFK BLDG 6
170680,POINT (-73.79900929516816 40.64658759912182),413,X,2,1016705,4,4542245,4,11/01/2012 12:00:00 AM +0000,10/26/2015 12:00:00 AM +0000,6,OTHER,49754033,0,JFK BLDG 206
169893,POINT (-73.80904589033437 40.65190004630705),413,X,2,1016746,4,4542288,4,11/02/2012 12:00:00 AM +0000,10/26/2015 12:00:00 AM +0000,6,OTHER,49754014,0,JFK BLDG 14
284447,POINT (-73.7893711901817 40.64569089770734),413,X,1,1027018,4,4000000,4,10/29/2015 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,FDNY,40031342,0,JFK BUILDING 34A
169936,POINT (-73.80373131844311 40.65543123205237),413,X,2,1016719,4,4542267,4,11/01/2012 12:00:00 AM +0000,10/26/2015 12:00:00 AM +0000,6,OTHER,49754005,0,JFK BLDG 10
68050,POINT (-73.9134582277025 40.744138211823284),0,N,2,16028,1,0,4,05/14/2009 12:00:00 AM +0000,11/22/2017 12:00:00 AM +0000,4,DPR,41355501,0,VINCENT DANIELS SQUARE
120777,POINT (-73.91002275486878 40.65370736325438),0,,1,1020985,4,3083021,3,07/12/2013 12:00:00 AM +0000,07/12/2013 12:00:00 AM +0000,10,OTHER,,3111058,BROWNSVILLE COMMUNITY RESIDENTIAL CENTER
101314,POINT (-73.75261011715799 40.76433603907121),532,N,1,1021004,5,0,4,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,40015401,0,ALLEY CREEK
32629,POINT (-73.99654904459304 40.73610179269746),0,,1,5417,3,1009612,1,05/14/2009 12:00:00 AM +0000,07/20/2012 12:00:00 AM +0000,3,NYPD,,1012135,13 ST THEATRE
169970,POINT (-73.80027489105359 40.661429302444645),413,X,2,1016607,4,4542233,4,10/25/2012 12:00:00 AM +0000,10/26/2015 12:00:00 AM +0000,6,OTHER,49754049,0,JFK BLDG 67
10891,POINT (-74.10386850887876 40.55453679484659),0,N,1,1021005,5,0,5,07/12/2013 12:00:00 AM +0000,07/12/2013 12:00:00 AM +0000,12,OTHER,50006501,0,LOWER NEW YORK BAY
800,POINT (-74.22706868457412 40.50085400608596),0,N,1,1021006,5,0,5,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,50007601,0,RARITAN BAY
45866,POINT (-73.90097338597398 40.58766432368753),0,N,1,1021024,5,0,3,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,30022201,0,DEEP CREEK
28323,POINT (-73.96098260334531 40.64496287697962),0,,1,3341,1,3117615,3,05/14/2009 12:00:00 AM +0000,11/22/2017 12:00:00 AM +0000,9,NYPD,,3156533,UNITY EAST CHURCH CTR
274209,POINT (-73.92085515665553 40.858891986433),0,N,2,1021026,5,0,1,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,10009601,0,SHERMANS CREEK
40168,POINT (-73.92842818562542 40.60126017178018),0,N,2,1021027,5,0,3,07/12/2013 12:00:00 AM +0000,07/12/2013 12:00:00 AM +0000,12,OTHER,30022301,0,MARINE PARK CRK
9023485,POINT (-73.85363792442325 40.56866336360161),0,N,2,1021044,5,0,4,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,40015301,0,ATLANTIC OCEAN
115057,POINT (-73.98451398840494 40.569526815900566),0,N,2,1021045,5,0,3,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,30022601,0,ATLANTIC OCEAN
9011202,POINT (-73.88301526256825 40.80154966176421),0,N,2,1021046,2,0,2,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,20024001,0,EAST RIVER
9023928,POINT (-73.98117680933096 40.70794557178953),0,N,2,1021047,2,0,1,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,10037101,0,EAST RIVER
221348,POINT (-74.18094435223894 40.583284921919514),0,N,1,1021048,5,0,5,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,50005901,0,MAIN CRK
108715,POINT (-73.91385095132257 40.7445183840706),0,N,2,13498,1,4000000,4,05/14/2009 12:00:00 AM +0000,11/22/2017 12:00:00 AM +0000,4,DCP,44279501,0,JOHN DOWNING PARK
9023593,POINT (-74.04175924191875 40.62938547554868),0,N,2,1021050,5,0,3,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,30022901,0,UPPER NEW YORK BAY
58384,POINT (-73.7889822161013 40.6597715138578),413,X,2,1016711,4,4542256,4,11/01/2012 12:00:00 AM +0000,10/23/2015 12:00:00 AM +0000,6,OTHER,49754040,0,KENNEDY AIRPORT BLDG 260
35742,POINT (-73.97628261311571 40.74521687610838),0,,1,1017006,7,1020151,1,11/13/2012 12:00:00 AM +0000,11/13/2012 12:00:00 AM +0000,2,OTHER,,1022223,GERALDINE SCHOTTENSTEIN CULTURAL CENTER
32559,POINT (-73.99416211691788 40.7259149536808),0,,2,1017007,3,1008451,1,11/13/2012 12:00:00 AM +0000,11/13/2012 12:00:00 AM +0000,3,OTHER,,1062372,45 BLEECKER ST THEATRE
284420,POINT (-73.78902223354648 40.641184980270076),413,X,2,1016564,4,4542203,4,10/25/2012 12:00:00 AM +0000,10/26/2015 12:00:00 AM +0000,6,OTHER,49754078,0,JFK TERMINAL 2
35011,POINT (-73.95608227774139 40.730915473354905),0,,1,1615,1,3064592,3,05/14/2009 12:00:00 AM +0000,11/22/2017 12:00:00 AM +0000,9,NYPD,,3083513,ASCENSION CHURCH GREENPOINT
310577,POINT (-73.96828575584132 40.803365918701886),0,,2,1030054,8,1057302,1,07/11/2017 12:00:00 AM +0000,11/22/2017 12:00:00 AM +0000,2,OTHER,,1047586,BLOOMINGDALE SCHOOL OF MUSIC
196824,POINT (-73.88253430202882 40.8341407814225),4164,G,2,1030209,1,0,2,08/15/2017 12:00:00 AM +0000,11/22/2017 12:00:00 AM +0000,4,OTHER,21209501,0,STARLIGHT PARK
260318,POINT (-73.88214181837594 40.834207872930726),4164,X,2,1030568,9,0,2,11/22/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,4,OTHER,21209502,0,STARLIGHT PARK PLAYGROUND
154866,POINT (-73.88266856929538 40.83346087997109),4164,X,2,1030569,8,0,2,11/22/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,4,OTHER,21209505,0,STARLIGHT PARK SOCCER FIELD
260318,POINT (-73.88176055192456 40.8347227122608),4164,X,2,1030570,1,0,2,11/22/2017 12:00:00 AM +0000,11/22/2017 12:00:00 AM +0000,4,OTHER,21209503,0,STARLIGHT PARK PICNIC AREA
54536,POINT (-73.80489317846809 40.647690851808676),413,X,2,1027015,4,4542330,4,10/29/2015 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,OTHER,40029492,0,JFK BUILDING 20
9023944,POINT (-74.06675446292691 40.620602914076066),0,N,2,1021051,5,0,5,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,50006001,0,UPPER BAY
158535,POINT (-73.92257700311447 40.84605654399048),311,X,1,15139,2,2092104,2,05/14/2009 12:00:00 AM +0000,02/01/2013 12:00:00 AM +0000,5,DoITT,26381009,2015968,SEDGWICK PROJECTS CHILDRENS CTR
223135,POINT (-74.19436125230949 40.59610977636588),0,N,2,1021052,5,0,5,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,50007001,0,NECK CREEK
9010301,POINT (-73.86205112957644 40.65577287228015),0,N,1,1021054,5,0,3,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,30022501,0,OLD MILL CRK
9023692,POINT (-74.01336342597139 40.60064492096046),0,N,2,1021055,5,0,3,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,30021101,0,GRAVESEND BAY
193803,POINT (-74.05291675240767 40.60315303448659),0,N,1,1021056,5,0,5,07/12/2013 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,12,OTHER,50007201,0,THE NARROWS
253830,POINT (-74.12097611233001 40.63935494499944),0,N,1,1021064,3,0,5,07/17/2013 12:00:00 AM +0000,07/24/2013 12:00:00 AM +0000,13,OTHER,54988001,0,STATEN ISLAND CEMETERY
107893,POINT (-74.2231538027891 40.533013416486426),0,,1,1021084,1,0,5,07/18/2013 12:00:00 AM +0000,07/18/2013 12:00:00 AM +0000,4,OTHER,,0,BLOOMINGDALE WOODS
110160,POINT (-74.16021785412228 40.52851308141468),0,,1,1021104,1,0,5,07/18/2013 12:00:00 AM +0000,07/18/2013 12:00:00 AM +0000,4,OTHER,,0,BLUEBERRY PARK
257485,POINT (-74.01344506915973 40.70556026713496),0,,2,1021105,2,0,1,07/18/2013 12:00:00 AM +0000,07/18/2013 12:00:00 AM +0000,13,OTHER,,0,BOWLING GREEN BULL
37842,POINT (-73.9523746739329 40.795960000292546),444,,2,14896,1,0,1,05/14/2009 12:00:00 AM +0000,10/14/2015 12:00:00 AM +0000,4,DPR,,0,NUTTERS BATTERY AND FORT CLINTON SITE
20692,POINT (-74.01109138084914 40.64055742047476),0,,1,824,9,0,3,05/14/2009 12:00:00 AM +0000,11/09/2017 12:00:00 AM +0000,4,DoITT,,0,RAINBOW PLAYGROUND
249929,POINT (-73.74862475108932 40.648786768885536),0,N,1,1021124,5,0,4,07/18/2013 12:00:00 AM +0000,07/18/2013 12:00:00 AM +0000,12,OTHER,40015901,0,BOG CREEK
284447,POINT (-73.7893378441405 40.64616856648511),413,X,1,1016750,4,4542297,4,11/02/2012 12:00:00 AM +0000,10/26/2015 12:00:00 AM +0000,6,OTHER,49754087,0,JFK TERMINAL 8 PARKING GARAGE
68799,POINT (-73.92249099785603 40.77974946494542),545,,1,987,9,0,4,05/14/2009 12:00:00 AM +0000,11/09/2017 12:00:00 AM +0000,4,DoITT,,0,CHARYBDIS PLAYGROUND
31167,POINT (-73.94585430775473 40.691594167186445),0,,2,3223,1,3329652,3,05/14/2009 12:00:00 AM +0000,03/04/2015 12:00:00 AM +0000,9,NYPD,,0,ST AMBROSE CHURCH
44413,POINT (-73.93379142229468 40.69792094338344),0,,2,14946,1,3326176,3,05/14/2009 12:00:00 AM +0000,03/04/2015 12:00:00 AM +0000,9,NYPD,,3095511,ST MARKS CHUR LUTH
222690,POINT (-73.74001923445321 40.64902718600853),0,N,2,1021125,5,0,4,07/18/2013 12:00:00 AM +0000,07/18/2013 12:00:00 AM +0000,12,OTHER,40016101,0,HOOK CREEK
62516,POINT (-73.7388308046078 40.64832212225439),0,N,2,1021126,5,0,4,07/18/2013 12:00:00 AM +0000,07/18/2013 12:00:00 AM +0000,12,OTHER,40016201,0,HOOK CREEK BASIN
